Reviews,Sentiment
,
  the phone is intact without any cosmetic details.  Unlocked for all carriers in Venezuela.,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Gustavo Gonzalez,
,
5.0 out of 5 stars,
,
                A good Buy!,
            ,
,
,
                ,
                    ,
                    ,
                        ,
                            ,
                            ,
                                ,
"                                    Reviewed in the United States on March 29, 2021",
                                ,
                            ,
                        ,
                    ,
                ,
            ,
,
,
            the phone is intact without any cosmetic details.  Unlocked for all carriers in Venezuela.,
        ,
,
,
                Images in this review,
            ,
,
,
,
,
,
,
,
,
   function toggleSeeAllView() {,
"       P.when('A', 'cr-image-popover-controller').execute(function(A, imagePopoverController) {",
          imagePopoverController.toggleSeeAllView(true);,
       });,
   },
,
,
,
,
"        P.when('A', 'cr-image-popover-controller').execute(function(A, imagePopoverController) {",
"          A.on(""a:popover:beforeShow:R1QR148QE45TP5_gallerySection_main"", function(data) {",
"            imagePopoverController.initImagePopover(""R1QR148QE45TP5"", ""[https://images-na.ssl-images-amazon.com/images/I/51HUedtc6kL._SL1600_.jpg, https://images-na.ssl-images-amazon.com/images/I/61YZlMKp-uL._SL1600_.jpg]"", data);",
          });,
        });,
    ,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.,
,
,
,
,
Y Duharte5.0 out of 5 stars,
Todo bien,
"Reviewed in the United States on September 3, 2020Size: 64GBColor: BlackService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  Muy tarde en la entrega pero todo,
,
,
,
,
          Helpful,
,
,
Report abuse,
Translate review to English,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.,
,
,
,
,
ANA MARIA ICAZA5.0 out of 5 stars,
Funciona igual que un iPhone nuevo,
"Reviewed in the United States on December 28, 2020Size: 256GBColor: RedService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
"  Excelente desempeÃ±o, reconocimiento facial excelente y funciona muy bien las huellas dactilares.",
,
,
,
,
          Helpful,
,
,
Report abuse,
Translate review to English,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.natalie5.0 out of 5 stars,
Happy,
"Reviewed in the United States on June 3, 2020Size: 64GBColor: WhiteService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
,
,
,
                    The media could not be loaded.,
                ,
,
,
,
,
  Â This is a real iPhone so happy,
,
,
One person found this helpful,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.George Huffman II5.0 out of 5 stars,
Worthy of your purchase,
"Reviewed in the United States on October 7, 2020Size: 64GBColor: RedService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  Perfect condition and fully unlocked,
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Jocelyn4.0 out of 5 stars,
Great,
"Reviewed in the United States on April 26, 2020Size: 64GBColor: GreenService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  Perfect literally no problems with it!,
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.,
Diana Vazquez1.0 out of 5 stars,
Not able to connect to providers,
"Reviewed in the United States on May 27, 2020Size: 64GBColor: PurpleService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  Unable ro connect to metro or boost just get a new one because this one was not getting a signal I got a new one from apple and it works great,
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.,
,
,
,
,
Emilia 3.0 out of 5 stars,
Casi perfecto,
"Reviewed in the United States on July 18, 2021Size: 128GBColor: PurpleService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  Me vino casi perfecto pero tenÃ­a varios rayones en la pantalla,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Emilia ,
,
3.0 out of 5 stars,
,
                Casi perfecto,
            ,
,
,
                ,
                    ,
                    ,
                        ,
                            ,
                            ,
                                ,
"                                    Reviewed in the United States on July 18, 2021",
                                ,
                            ,
                        ,
                    ,
                ,
            ,
,
,
            Me vino casi perfecto pero tenÃ­a varios rayones en la pantalla,
        ,
,
,
                Images in this review,
            ,
,
,
,
,
,
,
,
   function toggleSeeAllView() {,
"       P.when('A', 'cr-image-popover-controller').execute(function(A, imagePopoverController) {",
          imagePopoverController.toggleSeeAllView(true);,
       });,
   },
,
,
,
,
"        P.when('A', 'cr-image-popover-controller').execute(function(A, imagePopoverController) {",
"          A.on(""a:popover:beforeShow:R1MIJ19VGQFTU4_gallerySection_main"", function(data) {",
"            imagePopoverController.initImagePopover(""R1MIJ19VGQFTU4"", ""[https://images-na.ssl-images-amazon.com/images/I/71FUbFxcy0L._SL1600_.jpg]"", data);",
          });,
        });,
    ,
,
,
,
          Helpful,
,
,
Report abuse,
Translate review to English,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Daleel alkaifi1.0 out of 5 stars,
Battery ðŸ”‹,
"Reviewed in the United States on February 21, 2022Size: 64GBColor: BlackService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  Battery life was very low,
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Carl Harewood1.0 out of 5 stars,
Good morning  this phone aint keep no charge,
"Reviewed in the United States on November 15, 2021Size: 64GBColor: BlackService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  The phone battery is not checking charge battery,
,
,
One person found this helpful,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Hadassah1.0 out of 5 stars,
Only Good For 4 Months,
"Reviewed in the United States on December 18, 2021Size: 64GBColor: PurpleService Provider: VerizonProduct grade: RenewedVerified Purchase",
,
  Died a month out of the 90 day warranty.,
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.,
,
,
,
,
Fabian4.0 out of 5 stars,
Lo recibi y estÃ¡ baatante bien.,
"Reviewed in the United States on February 5, 2022Size: 64GBColor: PurpleService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  Todo funcional.,
,
,
,
,
          Helpful,
,
,
Report abuse,
Translate review to English,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.HANI ODEH5.0 out of 5 stars,
Like new,
"Reviewed in the United States on January 25, 2022Size: 64GBColor: BlackService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  Phone works and looks like new.,
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.,
,
,
,
,
Patricia j.5.0 out of 5 stars,
Buena calidad,
"Reviewed in the United States on July 5, 2021Size: 64GBColor: WhiteService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  Excelente producto y de buena calidad,
,
,
,
,
          Helpful,
,
,
Report abuse,
Translate review to English,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.,
,
,
,
,
Valente5.0 out of 5 stars,
Gracias muy bien,
"Reviewed in the United States on December 24, 2021Size: 64GBColor: BlackService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  Todo bien y buen servicio,
,
,
,
,
          Helpful,
,
,
Report abuse,
Translate review to English,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Kyasia Townsend5.0 out of 5 stars,
Love itt,
"Reviewed in the United States on November 12, 2020Size: 128GBColor: WhiteService Provider: AT&TProduct grade: RenewedVerified Purchase",
,
  To say the phones are refurbished it acts brand new i am sooo impressed. iâ€™ve had it since October & still no problems,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Kyasia Townsend,
,
5.0 out of 5 stars,
,
                Love itt,
            ,
,
,
                ,
                    ,
                    ,
                        ,
                            ,
                            ,
                                ,
"                                    Reviewed in the United States on November 13, 2020",
                                ,
                            ,
                        ,
                    ,
                ,
            ,
,
,
            To say the phones are refurbished it acts brand new i am sooo impressed. iâ€™ve had it since October & still no problems,
        ,
,
,
                Images in this review,
            ,
,
,
,
,
,
,
,
   function toggleSeeAllView() {,
"       P.when('A', 'cr-image-popover-controller').execute(function(A, imagePopoverController) {",
          imagePopoverController.toggleSeeAllView(true);,
       });,
   },
,
,
,
,
"        P.when('A', 'cr-image-popover-controller').execute(function(A, imagePopoverController) {",
"          A.on(""a:popover:beforeShow:R34PRK03VVZSMF_gallerySection_main"", function(data) {",
"            imagePopoverController.initImagePopover(""R34PRK03VVZSMF"", ""[https://images-na.ssl-images-amazon.com/images/I/61pRsxf0ceL._SL1600_.jpg]"", data);",
          });,
        });,
    ,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.,
Amazon Customer5.0 out of 5 stars,
The phone was more than what I expected. I am very pleased,
"Reviewed in the United States on February 5, 2022Size: 64GBColor: PurpleService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  Phone looks new,
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Payton5.0 out of 5 stars,
5star,
"Reviewed in the United States on February 25, 2020Size: 256GBColor: BlackService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  Absolutely good. Iâ€™m really happy with this deal.Itâ€™s a surprise that seller attached the original brand new character for me.,
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Lenny Camper5.0 out of 5 stars,
Quality,
"Reviewed in the United States on May 20, 2020Size: 64GBColor: RedService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  The product was in almost perfect condition. I just popped my Straight Talk SIM card In and immediately the phone was activated very satisfied,
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.J. S.4.0 out of 5 stars,
You got to set it up the way you want it.,
"Reviewed in the United States on January 5, 2022Size: 64GBColor: BlackService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  So far this has been a great phone.,
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Adam t.5.0 out of 5 stars,
Works good,
"Reviewed in the United States on August 5, 2020Size: 64GBColor: RedService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  Works perfectlyComes in strong plastic cover front and backNot in original apple box and charger but thankfully I already had a iPhone charger,
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Micah T Renfro5.0 out of 5 stars,
"Looks New, Packed perfectly, works as advertised!",
"Reviewed in the United States on June 9, 2021Size: 64GBColor: PurpleService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
"  Even though it's a refurbished phone, I couldn't tell the difference!!",
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Sandra Johnston5.0 out of 5 stars,
Perfect,
"Reviewed in the United States on October 6, 2021Size: 64GBColor: PurpleService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  My phone looks new and the shipping was amazingly quick.,
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Alecia1.0 out of 5 stars,
Do not buy,
"Reviewed in the United States on October 8, 2020Size: 128GBColor: WhiteService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  Used uncertified apple parts. Apple refuses to fix along with seller,
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.S Sheehan4.0 out of 5 stars,
Good buy,
"Reviewed in the United States on March 25, 2021Size: 64GBColor: BlackService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
"  Came quick, a few scratches on side but screen perfect. Would recommend. Fully unlocked",
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Meg5.0 out of 5 stars,
Good phone,
"Reviewed in the United States on January 18, 2021Size: 256GBColor: BlackService Provider: VerizonProduct grade: RenewedVerified Purchase",
,
  Shipped fast and works as expected!,
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.,
Galadriel Tucker5.0 out of 5 stars,
Works great!,
"Reviewed in the United States on January 12, 2022Size: 64GBColor: WhiteService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  Works great! My daughter loves it,
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Jose E Abuelafia1.0 out of 5 stars,
Bad quality refurbishment,
"Reviewed in the United States on June 24, 2021Size: 64GBColor: PurpleService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  She screen was bleating a few days ago,
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Cheryl Rombach1.0 out of 5 stars,
Can't use phone,
"Reviewed in the United States on December 27, 2021Size: 64GBColor: BlackService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  The phone was unuseable as received.,
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Helena Denham5.0 out of 5 stars,
"If your looking for a great phone but cheaper than the new ones, this is your best option!!",
"Reviewed in the United States on April 11, 2021Size: 64GBColor: GreenService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
"  I like how even though this phone is refurbished it works as if itâ€™s brand new, which is great!!",
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Charlene christo5.0 out of 5 stars,
Refurbished is just like new.,
"Reviewed in the United States on May 16, 2021Size: 64GBColor: RedService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  Very happy with it.,
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Ndey Darboe5.0 out of 5 stars,
HIGHLY RECOMMEND,
"Reviewed in the United States on January 14, 2021Size: 128GBColor: PurpleService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
"  I received my phone a day late but thatâ€™s ok. Everything right, the phone is brand new and I love it.",
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Ndey Darboe,
,
5.0 out of 5 stars,
,
                HIGHLY RECOMMEND,
            ,
,
,
                ,
                    ,
                    ,
                        ,
                            ,
                            ,
                                ,
"                                    Reviewed in the United States on January 14, 2021",
                                ,
                            ,
                        ,
                    ,
                ,
            ,
,
,
"            I received my phone a day late but thatâ€™s ok. Everything right, the phone is brand new and I love it.",
        ,
,
,
                Images in this review,
            ,
,
,
,
,
,
,
,
   function toggleSeeAllView() {,
"       P.when('A', 'cr-image-popover-controller').execute(function(A, imagePopoverController) {",
          imagePopoverController.toggleSeeAllView(true);,
       });,
   },
,
,
,
,
"        P.when('A', 'cr-image-popover-controller').execute(function(A, imagePopoverController) {",
"          A.on(""a:popover:beforeShow:RO3ZEY5VJWHAD_gallerySection_main"", function(data) {",
"            imagePopoverController.initImagePopover(""RO3ZEY5VJWHAD"", ""[https://images-na.ssl-images-amazon.com/images/I/B1Ymqxs3BxS._SL1600_.jpg]"", data);",
          });,
        });,
    ,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Shawn5.0 out of 5 stars,
Not a Scam,
"Reviewed in the United States on May 8, 2021Size: 64GBColor: RedService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  Phone is like newðŸ‘ðŸ½,
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.LÃ©ger yael5.0 out of 5 stars,
Tout est ok,
"Reviewed in the United States on November 6, 2020Size: 64GBColor: WhiteService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  Tout est ok,
,
,
One person found this helpful,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Bri M5.0 out of 5 stars,
Love it!,
"Reviewed in the United States on June 16, 2021Size: 64GBColor: GreenService Provider: AT&TProduct grade: RenewedVerified Purchase",
,
  Love my new phone very happy with it!!,
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.quida rodriguez5.0 out of 5 stars,
Great phone,
"Reviewed in the United States on November 12, 2020Size: 64GBColor: PurpleService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  My daughter  loves it!@,
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.,
John Ng'oma5.0 out of 5 stars,
Good battery life,
"Reviewed in the United States on January 17, 2022Size: 64GBColor: BlackService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  Came almost new,
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Rachel Pence5.0 out of 5 stars,
It is perfect!!!,
"Reviewed in the United States on August 22, 2020Size: 256GBColor: PurpleService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  It works just like a brand new I phone. I love it.,
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Kindra 5.0 out of 5 stars,
It works great! And highly recommended.,
"Reviewed in the United States on May 5, 2020Size: 128GBColor: PurpleService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  The phone works great!,
,
,
One person found this helpful,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.,
,
,
,
,
Fernanda Diaz Falco1.0 out of 5 stars,
No funcionÃ³ el parlante,
"Reviewed in the United States on November 5, 2021Size: 64GBColor: PurpleService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  Tuve que devolverlo no funcionaba el parlante,
,
,
,
,
          Helpful,
,
,
Report abuse,
Translate review to English,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Deek Sain5.0 out of 5 stars,
Good purchase,
"Reviewed in the United States on March 28, 2021Size: 128GBColor: RedService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  Came in working order and as I needed this was a good purchase!!! ðŸ˜Š,
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.M&A5.0 out of 5 stars,
Fantastic buy,
"Reviewed in the United States on June 11, 2020Size: 128GBColor: RedService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  Product exceeded my expectations,
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Niza5.0 out of 5 stars,
It doesn't have any visible scratches,
"Reviewed in the United States on December 8, 2021Size: 128GBColor: WhiteService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  Everything running perfect until now,
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Courtney5.0 out of 5 stars,
Love it,
"Reviewed in the United States on May 31, 2021Size: 64GBColor: PurpleService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  Does exactly what it supposed to do lol,
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Rushin5.0 out of 5 stars,
Review,
"Reviewed in the United States on September 30, 2021Size: 64GBColor: WhiteService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  It had no scratches and it had a 97% battery health.,
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Amazon Customer5.0 out of 5 stars,
Work,
"Reviewed in the United States on December 14, 2021Size: 64GBColor: BlackService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  Nothing,
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.,
Yahaida4.0 out of 5 stars,
Decent phone,
"Reviewed in the United States on April 17, 2020Size: 64GBColor: PurpleService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  The phone didnâ€™t come in original boxing or an original charger however the phone is decent. It had battery capacity of 97% But  it doesnâ€™t have any scratches or anything.,
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Kyra Watson4.0 out of 5 stars,
The battery life isnâ€™t great.,
"Reviewed in the United States on April 26, 2021Size: 64GBColor: GreenService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
"  The battery life isnâ€™t great, but the phone itself is good.",
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.,
,
,
,
,
importexportcortes5.0 out of 5 stars,
Exelente compra,
"Reviewed in the United States on February 27, 2021Size: 64GBColor: BlackService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  Exelente compra a valido la pena,
,
,
,
,
          Helpful,
,
,
Report abuse,
Translate review to English,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.,
,
,
,
,
Carlos L.5.0 out of 5 stars,
Todo perfecto!,
"Reviewed in the United States on December 5, 2021Size: 64GBColor: BlackService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  El telÃ©fono estÃ¡ en muy buen estado,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Carlos L.,
,
5.0 out of 5 stars,
,
                Todo perfecto!,
            ,
,
,
                ,
                    ,
                    ,
                        ,
                            ,
                            ,
                                ,
"                                    Reviewed in the United States on December 5, 2021",
                                ,
                            ,
                        ,
                    ,
                ,
            ,
,
,
            El telÃ©fono estÃ¡ en muy buen estado,
        ,
,
,
                Images in this review,
            ,
,
,
,
,
,
,
,
   function toggleSeeAllView() {,
"       P.when('A', 'cr-image-popover-controller').execute(function(A, imagePopoverController) {",
          imagePopoverController.toggleSeeAllView(true);,
       });,
   },
,
,
,
,
"        P.when('A', 'cr-image-popover-controller').execute(function(A, imagePopoverController) {",
"          A.on(""a:popover:beforeShow:R12RIAUO2UIFN_gallerySection_main"", function(data) {",
"            imagePopoverController.initImagePopover(""R12RIAUO2UIFN"", ""[https://m.media-amazon.com/images/I/71+f9TML+jL._SL1600_.jpg]"", data);",
          });,
        });,
    ,
,
,
,
          Helpful,
,
,
Report abuse,
Translate review to English,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Ammy Gensaw5.0 out of 5 stars,
"No problems,works beautifully. My daughter loves it!",
"Reviewed in the United States on September 15, 2021Size: 64GBColor: BlackService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
"  Great purchase,very happy!",
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Anna Raposo5.0 out of 5 stars,
Great,
"Reviewed in the United States on March 24, 2021Size: 64GBColor: PurpleService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  Great a got 2 for my kids!,
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Sienna Knapp5.0 out of 5 stars,
Didnâ€™t come with head phones,
"Reviewed in the United States on June 22, 2020Size: 128GBColor: YellowService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  Didnâ€™t come with headphones,
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.,
,
,
,
,
Zulema5.0 out of 5 stars,
Perfecto!,
"Reviewed in the United States on June 5, 2021Size: 64GBColor: BlackService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  Perfecto!,
,
,
,
,
          Helpful,
,
,
Report abuse,
Translate review to English,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.AKR4.0 out of 5 stars,
iPhone 11,
"Reviewed in the United States on July 30, 2021Size: 64GBColor: PurpleService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  I liked it it was easy to set up but it had a starch on the back,
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Jackie watson4.0 out of 5 stars,
iPhone 11,
"Reviewed in the United States on March 26, 2021Size: 64GBColor: RedService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  Good quality,
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.,
Duane wilson5.0 out of 5 stars,
Works perfect!,
"Reviewed in the United States on November 22, 2021Size: 64GBColor: BlackService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  Fully satisfied!,
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.C2.0 out of 5 stars,
Scam!!!!!,
"Reviewed in the United States on April 1, 2021Size: 64GBColor: BlackService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  This phone is NOT Compatible with BOOST MOBILE!!! DO NOT BUY IF YOUâ€™RE WITH BOOST MOBILE!!!,
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Diana Marie5.0 out of 5 stars,
My package,
"Reviewed in the United States on May 14, 2020Size: 64GBColor: GreenService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  Didnâ€™t not expect it to come in a different box other than the iPhone box . Other than that itâ€™s great I am now using my iPhone 11 ! I recommend it came on time ðŸ˜ƒ,
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Claudiney Castro5.0 out of 5 stars,
Worthy,
"Reviewed in the United States on April 8, 2021Size: 64GBColor: PurpleService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
,
,
,
                    The media could not be loaded.,
                ,
,
,
,
,
  Â The iPhone 11 looks like new,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Claudiney Castro,
,
5.0 out of 5 stars,
,
                Worthy,
            ,
,
,
                ,
                    ,
                    ,
                        ,
                            ,
                            ,
                                ,
"                                    Reviewed in the United States on April 8, 2021",
                                ,
                            ,
                        ,
                    ,
                ,
            ,
,
,
            The iPhone 11 looks like new,
        ,
,
,
                Images in this review,
            ,
,
,
,
,
,
,
,
,
   function toggleSeeAllView() {,
"       P.when('A', 'cr-image-popover-controller').execute(function(A, imagePopoverController) {",
          imagePopoverController.toggleSeeAllView(true);,
       });,
   },
,
,
,
,
"        P.when('A', 'cr-image-popover-controller').execute(function(A, imagePopoverController) {",
"          A.on(""a:popover:beforeShow:RNFW41J8F8Q52_gallerySection_main"", function(data) {",
"            imagePopoverController.initImagePopover(""RNFW41J8F8Q52"", ""[https://images-na.ssl-images-amazon.com/images/I/91-c-UiUnpL._SL1600_.jpg, https://images-na.ssl-images-amazon.com/images/I/91PcdL8ZgzL._SL1600_.jpg]"", data);",
          });,
        });,
    ,
,
One person found this helpful,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Mohammed alam1.0 out of 5 stars,
Good in use,
"Reviewed in the United States on September 22, 2021Size: 128GBColor: PurpleService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  Excellent,
,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.,
,
,
,
,
Keny Torres2.0 out of 5 stars,
Malo,
"Reviewed in the United States on September 20, 2021Size: 64GBColor: PurpleService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  La calidad de desblokeado no funciona,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Keny Torres,
,
2.0 out of 5 stars,
,
                Malo,
            ,
,
,
                ,
                    ,
                    ,
                        ,
                            ,
                            ,
                                ,
"                                    Reviewed in the United States on September 20, 2021",
                                ,
                            ,
                        ,
                    ,
                ,
            ,
,
,
